ViewerID,age,gender,children,marital,Household Size,Social Class,Household Status,Working Status,Ethnic Origin,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type,Mosaic Classification
40611-2,45-64,M,1,married,5 people,C2,Head of household,30+ hours per week,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
40611-3,45-64,F,1,married,5 people,C2,Housewife,8-29 hours per week,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
40611-4,16-24,M,1,single,5 people,C2,Neither hw nor hh,f.t. education / under school,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
40617-1,35-44,F,2,married,4 people,C2,Housewife,30+ hours per week,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Escape to the Country
40617-2,35-44,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Escape to the Country
41018-1,35-44,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
41029-1,35-44,F,2,married,5 people,C2,Housewife,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Farming Today
41029-2,35-44,M,2,married,5 people,C2,Head of household,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Farming Today
41064-1,25-34,M,2,married,4 people,C1,Neither hw nor hh,30+ hours per week,Other White,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Suburban Mindsets - Shop Floor Affluence
41064-2,25-34,F,2,married,4 people,C1,housewife and head of household,30+ hours per week,Other White,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Suburban Mindsets - Shop Floor Affluence
41067-1,35-44,M,1,married,4 people,AB,housewife and head of household,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
41067-2,35-44,F,1,married,4 people,AB,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
41069-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Unclassified
41098-1,45-64,F,1,married,4 people,AB,housewife and head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
41098-2,45-64,M,1,married,4 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
41101-1,45-64,M,1,married,5 people,C1,Head of household,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Modern Agribusiness
41101-2,45-64,F,1,married,5 people,C1,Housewife,8-29 hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Modern Agribusiness
41101-3,25-34,M,1,single,5 people,C1,Neither hw nor hh,No paid work,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Modern Agribusiness
41101-5,16-24,F,1,single,5 people,C1,Neither hw nor hh,f.t. education / under school,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Modern Agribusiness
41484-1,25-34,F,1,married,4 people,D,housewife and head of household,No paid work,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,New Homemakers - First to Move In
41484-2,25-34,M,1,married,4 people,D,Neither hw nor hh,30+ hours per week,Other White,1,No Digital TV,None,No Multichannel TV,No TV At All,New Homemakers - First to Move In
41519-1,25-34,F,1,single,2 people,E,housewife and head of household,f.t. education / under school,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
41525-1,45-64,F,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Streetwise Kids
41566-1,45-64,M,0,single,1 person,C2,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
41628-1,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
41707-1,45-64,M,0,married,2 people,C2,housewife and head of household,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Innate Conservatives
41707-2,45-64,F,0,married,2 people,C2,Neither hw nor hh,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Innate Conservatives
41810-1,45-64,M,0,married,2 people,E,Head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
41810-2,45-64,F,0,married,2 people,E,Housewife,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
41820-1,45-64,M,0,single,1 person,C1,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Brownfield Pioneers
41903-1,45-64,F,0,single,2 people,E,housewife and head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
41903-2,45-64,M,0,married,2 people,E,Neither hw nor hh,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
41988-1,45-64,M,0,married,3 people,C2,Head of household,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Hardworking Families
41988-2,45-64,F,0,married,3 people,C2,Housewife,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Hardworking Families
41988-4,16-24,M,0,single,3 people,C2,Neither hw nor hh,8-29 hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Hardworking Families
50174-1,45-64,F,0,single,1 person,C2,housewife and head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Small Block Singles
50225-1,45-64,M,0,single,1 person,AB,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
50291-1,45-64,M,0,single,2 people,E,housewife and head of household,No paid work,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Worn-Out Workers
50393-1,45-64,M,0,married,4 people,C1,housewife and head of household,f.t. education / under school,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Mid-Market Families
50393-2,45-64,F,0,married,4 people,C1,Neither hw nor hh,8-29 hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Mid-Market Families
50393-3,16-24,M,0,single,4 people,C1,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Mid-Market Families
50393-4,16-24,M,0,single,4 people,C1,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Mid-Market Families
50439-2,45-64,F,0,married,1 person,AB,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Hardworking Families
50684-1,45-64,F,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Brownfield Pioneers
50772-1,45-64,F,1,married,3 people,AB,Housewife,30+ hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Terraced Melting Pot - Back-to-Back Basics
50772-2,45-64,M,1,married,3 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Terraced Melting Pot - Back-to-Back Basics
50869-1,45-64,M,0,single,1 person,C2,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
50890-1,45-64,F,0,single,1 person,AB,housewife and head of household,8-29 hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Dormitory Villagers
50911-1,45-64,F,0,married,4 people,D,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Worn-Out Workers
50911-2,45-64,M,0,married,4 people,D,Neither hw nor hh,No paid work,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Worn-Out Workers
50911-3,16-24,F,0,single,4 people,D,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Worn-Out Workers
50911-4,16-24,M,0,single,4 people,D,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Worn-Out Workers
50980-1,35-44,F,2,married,5 people,AB,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
50980-2,45-64,M,2,married,5 people,AB,Head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
51043-1,35-44,M,1,single,3 people,D,housewife and head of household,8-29 hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Claimant Cultures - Worn-Out Workers
51052-1,35-44,F,1,married,4 people,AB,Housewife,No paid work,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Professional Rewards - Escape to the Country
51052-2,45-64,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Professional Rewards - Escape to the Country
51063-1,35-44,F,0,married,2 people,C2,Housewife,30+ hours per week,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Choice Right to Buy
51063-3,35-44,M,0,single,2 people,C2,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Choice Right to Buy
51131-1,45-64,M,0,single,1 person,D,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - New Parents in Need
51144-1,45-64,M,0,married,2 people,AB,Head of household,8-29 hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
51144-2,45-64,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
51146-1,35-44,M,2,married,6 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
51146-2,35-44,F,2,married,6 people,AB,Housewife,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Mid-Career Climbers
51360-1,45-64,F,1,married,3 people,C1,housewife and head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Ex-Council Community - Choice Right to Buy
51360-2,45-64,M,1,married,3 people,C1,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Ex-Council Community - Choice Right to Buy
51373-1,45-64,F,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
51460-1,35-44,F,0,married,3 people,C2,housewife and head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
51460-2,35-44,M,0,married,3 people,C2,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
51460-3,16-24,M,0,single,3 people,C2,Neither hw nor hh,8-29 hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
51491-1,25-34,F,2,married,4 people,AB,Housewife,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Suburban Mindsets - Mid-Market Families
51491-2,25-34,M,2,married,4 people,AB,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Suburban Mindsets - Mid-Market Families
51501-1,25-34,F,0,married,2 people,AB,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Garden Suburbia
51501-2,25-34,M,0,married,2 people,AB,Neither hw nor hh,30+ hours per week,White British,1,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Garden Suburbia
51572-1,45-64,M,0,married,2 people,C1,Head of household,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
51572-2,45-64,F,0,married,2 people,C1,Housewife,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
51699-1,45-64,F,0,single,2 people,AB,housewife and head of household,No paid work,Other White,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Yesterday's Captains
51699-2,25-34,M,0,single,2 people,AB,Neither hw nor hh,30+ hours per week,Other White,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Yesterday's Captains
51735-1,45-64,M,0,married,4 people,C1,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
51735-2,45-64,F,0,married,4 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
51735-3,16-24,M,0,single,4 people,C1,Neither hw nor hh,f.t. education / under school,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
51735-4,25-34,F,0,single,4 people,C1,Neither hw nor hh,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
51741-1,25-34,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
51741-2,25-34,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
51771-1,35-44,F,1,married,3 people,AB,Housewife,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Foot on the Ladder
51771-2,25-34,M,1,married,3 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Foot on the Ladder
51820-1,35-44,F,0,single,1 person,D,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
51970-1,16-24,F,0,single,2 people,AB,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
51970-2,25-34,M,0,married,2 people,AB,Neither hw nor hh,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
51995-1,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
51995-2,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
52091-1,25-34,F,0,married,2 people,C1,housewife and head of household,f.t. education / under school,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Ex-Council Community - Settled Ex-Tenants
52091-2,25-34,F,0,married,2 people,C1,Neither hw nor hh,30+ hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Ex-Council Community - Settled Ex-Tenants
52308-1,25-34,F,1,married,3 people,C2,Housewife,8-29 hours per week,Other White,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
52308-2,35-44,M,1,married,3 people,C2,Head of household,30+ hours per week,Other White,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
52319-1,35-44,M,0,single,1 person,AB,housewife and head of household,30+ hours per week,Other White,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - University Fringe
52321-1,35-44,M,0,single,2 people,C1,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
52321-2,25-34,M,0,married,2 people,C1,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
52435-1,25-34,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Childcare Years
52435-2,25-34,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Childcare Years
52704-1,45-64,F,0,single,1 person,E,housewife and head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
52709-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Settled Ex-Tenants
52779-1,25-34,F,0,married,2 people,AB,housewife and head of household,30+ hours per week,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Footloose Managers
52779-2,25-34,M,0,married,2 people,AB,Neither hw nor hh,f.t. education / under school,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Footloose Managers
52887-1,25-34,M,0,married,2 people,AB,housewife and head of household,30+ hours per week,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Backyard Regeneration
52887-2,25-34,F,0,married,2 people,AB,Neither hw nor hh,No paid work,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Backyard Regeneration
52901-1,35-44,M,1,married,3 people,C1,housewife and head of household,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Production Managers
52901-2,35-44,F,1,married,3 people,C1,Neither hw nor hh,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Production Managers
53405-1,35-44,M,0,single,2 people,D,Head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
53405-2,35-44,F,0,single,2 people,D,Housewife,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
53569-1,45-64,F,0,married,2 people,C2,Housewife,No paid work,Other White,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Modern Agribusiness
53569-2,45-64,M,0,married,2 people,C2,Head of household,30+ hours per week,Other White,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Modern Agribusiness
53577-1,35-44,F,2,married,5 people,C1,Housewife,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
53577-2,35-44,M,2,married,5 people,C1,Head of household,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
53675-1,45-64,F,0,single,2 people,E,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
53675-2,16-24,F,0,single,2 people,E,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
53916-1,45-64,M,1,married,5 people,C1,Head of household,30+ hours per week,Other White,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Upland Struggle
53916-2,45-64,F,1,married,5 people,C1,Housewife,30+ hours per week,Other White,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Upland Struggle
53916-4,16-24,M,1,single,5 people,C1,Neither hw nor hh,f.t. education / under school,Other White,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Upland Struggle
53916-5,16-24,F,1,single,5 people,C1,Neither hw nor hh,f.t. education / under school,Other White,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Upland Struggle
54173-1,35-44,M,2,married,4 people,C1,Head of household,30+ hours per week,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
54173-2,25-34,F,2,married,4 people,C1,Housewife,No paid work,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
54253-1,45-64,F,0,single,2 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Low Spending Elders
54253-2,16-24,F,0,single,2 people,C1,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Low Spending Elders
54293-1,45-64,F,1,married,5 people,AB,Housewife,30+ hours per week,Other White,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
54293-2,45-64,M,1,married,5 people,AB,Head of household,30+ hours per week,Other White,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
54293-3,16-24,M,1,single,5 people,AB,Neither hw nor hh,f.t. education / under school,Other White,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
54293-4,16-24,F,1,single,5 people,AB,Neither hw nor hh,f.t. education / under school,Other White,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
54430-1,45-64,M,0,married,2 people,C1,Head of household,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Active Retirement - Bungalow Quietude
54430-2,45-64,F,0,married,2 people,C1,Housewife,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Active Retirement - Bungalow Quietude
54474-1,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,3,"Digital Terrestrial, Digital Satellite & Digital Cable",Both Satellite and Cable,Digital Multichannel Only,Digital Terrestrial and Digital Satellite and Digital Cable Only,Industrial Heritage - Small Wage Owners
54474-2,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,3,"Digital Terrestrial, Digital Satellite & Digital Cable",Both Satellite and Cable,Digital Multichannel Only,Digital Terrestrial and Digital Satellite and Digital Cable Only,Industrial Heritage - Small Wage Owners
54497-1,45-64,F,1,single,3 people,C1,housewife and head of household,8-29 hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
54497-2,16-24,F,1,single,3 people,C1,Neither hw nor hh,f.t. education / under school,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Innate Conservatives
54605-1,25-34,F,1,married,3 people,AB,Housewife,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Clocking Off
