respondent-id,age,gender,education,income,children,marital,pets
EI812E,35-44,F,University degree,Mid 50%,1,single,1
MF226R,16-24,F,Trade / technical school or college,Prefer not to say,0,single,0
ZY141Z,45-64,F,Schooling until age 16,Mid 50%,2,married,3+
AA334W,45-64,M,Trade / technical school or college,Mid 50%,1,married,1
WD908R,45-64,M,Schooling until age 18,Mid 50%,2,single,3+
FY230V,45-64,M,University degree,Top 25%,3+,married,3+
CG421B,25-34,M,University degree,Top 25%,2,married,0
WR916T,16-24,F,Schooling until age 18,Mid 50%,0,single,3+
UY164A,25-34,M,Postgraduate degree,Top 25%,1,married,0
XR947F,45-64,F,Trade / technical school or college,Prefer not to say,2,married,1
GK724D,45-64,F,University degree,Mid 50%,2,married,3+
HN965N,25-34,F,Schooling until age 18,Mid 50%,2,married,1
JU527H,16-24,F,Trade / technical school or college,Prefer not to say,0,single,1
EA819U,25-34,F,University degree,Prefer not to say,0,single,1
YT639D,35-44,F,Schooling until age 16,Mid 50%,1,single,3+
PG885O,25-34,M,Postgraduate degree,Top 25%,1,married,3+
TZ500W,45-64,F,Trade / technical school or college,Bottom 25%,3+,single,1
ZK653W,45-64,F,Schooling until age 18,Bottom 25%,3+,single,0
NN153O,16-24,M,Trade / technical school or college,Bottom 25%,0,single,3+
WO629I,25-34,M,University degree,Top 25%,2,married,3+
OI478F,35-44,F,University degree,Mid 50%,2,single,3+
DP872K,16-24,F,Postgraduate degree,Bottom 25%,1,single,3+
MV357F,25-34,F,Postgraduate degree,Mid 50%,1,married,0
HC211D,45-64,M,Schooling until age 16,Mid 50%,0,single,2
KT303S,35-44,F,Schooling until age 18,Mid 50%,2,single,1
JC818Y,45-64,F,Schooling until age 16,Bottom 25%,3+,married,1
XZ756J,45-64,M,Postgraduate degree,Top 25%,2,married,3+
YV410Y,25-34,F,Postgraduate degree,Prefer not to say,0,single,1
JS220C,45-64,F,Schooling until age 18,Bottom 25%,0,single,1
FA286Z,35-44,M,Trade / technical school or college,Mid 50%,3+,married,3+
PV563P,35-44,F,University degree,Mid 50%,0,single,2
RU436N,25-34,F,Trade / technical school or college,Bottom 25%,0,single,1
NM324H,45-64,F,Postgraduate degree,Top 25%,2,married,1
KN289R,25-34,M,Postgraduate degree,Top 25%,1,married,1
ZE114E,35-44,M,Trade / technical school or college,Mid 50%,1,single,3+
IJ944W,35-44,F,University degree,Prefer not to say,3+,married,2
CM393J,25-34,M,Postgraduate degree,Top 25%,2,married,0
JM965D,45-64,M,Schooling until age 16,Mid 50%,2,married,0
LG318N,35-44,F,University degree,Mid 50%,0,married,1
VK951H,25-34,M,University degree,Top 25%,2,married,1
UX141F,45-64,M,Trade / technical school or college,Bottom 25%,3+,married,0
PB178E,16-24,F,Schooling until age 18,Mid 50%,0,single,0
NY469S,35-44,F,Schooling until age 18,Mid 50%,2,single,2
XS970R,25-34,M,University degree,Top 25%,1,single,3+
LZ673Y,45-64,F,Trade / technical school or college,Bottom 25%,0,single,3+
QS807T,45-64,M,Trade / technical school or college,Top 25%,0,single,3+
LN115K,25-34,F,Postgraduate degree,Top 25%,0,single,2
PV577D,45-64,M,Schooling until age 18,Mid 50%,0,married,3+
KV968P,35-44,F,University degree,Mid 50%,0,married,0
LH863W,25-34,F,University degree,Mid 50%,0,single,2
MD660L,45-64,M,Schooling until age 18,Top 25%,0,single,2
CV259V,45-64,M,Trade / technical school or college,Bottom 25%,0,single,2
YT352A,45-64,F,Postgraduate degree,Top 25%,1,single,1
KA642N,45-64,M,Schooling until age 16,Mid 50%,1,single,1
AK546W,25-34,F,University degree,Bottom 25%,1,single,3+
GU380Q,16-24,M,University degree,Mid 50%,1,single,3+
FT544U,25-34,F,Trade / technical school or college,Bottom 25%,2,single,1
CE841Q,45-64,M,Trade / technical school or college,Mid 50%,2,single,3+
YP419R,45-64,F,University degree,Mid 50%,2,single,0
CQ265U,35-44,F,University degree,Prefer not to say,0,married,0
XG408Y,45-64,F,Schooling until age 16,Mid 50%,2,single,1
PD579Y,45-64,F,Schooling until age 16,Mid 50%,0,married,3+
HP398K,16-24,F,Schooling until age 18,Mid 50%,0,single,2
WX762O,25-34,F,Postgraduate degree,Bottom 25%,0,single,2
IV565I,45-64,M,University degree,Mid 50%,2,married,0
UJ789J,45-64,F,Schooling until age 18,Mid 50%,2,single,1
HN721Q,35-44,M,University degree,Top 25%,3+,single,3+
IR929H,35-44,M,Postgraduate degree,Top 25%,2,married,3+
XL807A,16-24,M,Schooling until age 18,Mid 50%,0,single,0
WY949M,45-64,M,Trade / technical school or college,Bottom 25%,0,single,2
IX314P,25-34,M,Postgraduate degree,Top 25%,2,married,0
BX140F,25-34,F,University degree,Bottom 25%,1,single,0
XY767N,25-34,M,Schooling until age 18,Top 25%,0,single,0
HN106L,45-64,F,Schooling until age 16,Mid 50%,0,married,1
CV105C,25-34,M,Schooling until age 18,Mid 50%,1,single,3+
OF235U,25-34,F,Trade / technical school or college,Mid 50%,0,single,1
VM857I,16-24,F,Schooling until age 18,Mid 50%,0,single,0
UG520Z,45-64,M,Schooling until age 16,Mid 50%,1,married,3+
JR959X,45-64,M,Schooling until age 16,Top 25%,2,married,1
YM125H,45-64,M,Schooling until age 16,Bottom 25%,3+,single,2
VN502W,45-64,M,Schooling until age 18,Mid 50%,0,single,1
EJ844G,45-64,F,University degree,Mid 50%,0,single,2
KO691P,45-64,M,Trade / technical school or college,Top 25%,2,married,0
AD729B,35-44,F,University degree,Mid 50%,2,married,0
ZD590E,45-64,M,Schooling until age 18,Mid 50%,2,married,2
IQ701N,25-34,F,Trade / technical school or college,Mid 50%,1,married,0
QV178J,45-64,M,University degree,Mid 50%,2,single,0
JC946S,45-64,M,University degree,Top 25%,0,married,2
JH146A,16-24,F,University degree,Mid 50%,2,single,1
BN730L,35-44,F,Schooling until age 16,Mid 50%,2,single,2
TD695G,45-64,F,Postgraduate degree,Prefer not to say,0,married,3+
BO483A,35-44,F,Trade / technical school or college,Top 25%,2,married,3+
BX995G,45-64,M,Trade / technical school or college,Mid 50%,1,married,3+
JJ700X,45-64,F,Schooling until age 16,Top 25%,2,married,3+
XC693W,45-64,M,Trade / technical school or college,Bottom 25%,2,married,1
NK573E,45-64,M,Schooling until age 18,Bottom 25%,0,single,0
HQ254W,35-44,F,Trade / technical school or college,Mid 50%,3+,married,3+
QJ907Y,45-64,M,Schooling until age 18,Mid 50%,1,single,0
LG932L,45-64,F,Trade / technical school or college,Mid 50%,1,single,1
CC633D,35-44,F,Schooling until age 18,Bottom 25%,3+,single,1
IB103S,45-64,M,University degree,Mid 50%,0,single,0
WD759O,16-24,F,University degree,Prefer not to say,0,single,2
DT215E,45-64,F,Trade / technical school or college,Mid 50%,3+,married,2
PM611N,45-64,M,Schooling until age 18,Bottom 25%,0,single,1
CH732N,35-44,M,Trade / technical school or college,Bottom 25%,3+,married,0
KA610C,45-64,F,Schooling until age 18,Prefer not to say,2,married,0
BG997J,25-34,F,Trade / technical school or college,Mid 50%,0,single,3+
BU362Q,35-44,F,Schooling until age 16,Bottom 25%,3+,single,2
PH374X,45-64,F,Postgraduate degree,Top 25%,0,single,1
PI747N,35-44,F,Schooling until age 16,Bottom 25%,1,single,0
PZ332M,45-64,M,Schooling until age 18,Mid 50%,1,single,1
GW496V,25-34,M,University degree,Mid 50%,0,single,1
KW805J,16-24,F,University degree,Mid 50%,0,single,0
GW961N,35-44,F,Schooling until age 18,Mid 50%,1,single,2
AS326I,25-34,F,Trade / technical school or college,Mid 50%,1,single,3+
LV616N,35-44,F,Schooling until age 16,Top 25%,2,married,1
HS880H,35-44,F,Schooling until age 18,Bottom 25%,2,single,2
UN700Y,25-34,M,Trade / technical school or college,Mid 50%,2,married,3+
CS953Z,45-64,M,Schooling until age 16,Bottom 25%,3+,single,3+
NX180S,35-44,F,Trade / technical school or college,Mid 50%,2,married,0
LI866E,25-34,F,Postgraduate degree,Top 25%,2,married,1
VA530B,45-64,F,University degree,Top 25%,1,married,1
ND136U,45-64,M,Trade / technical school or college,Mid 50%,1,married,3+
UU621U,16-24,M,Schooling until age 18,Bottom 25%,0,single,2
HQ119M,45-64,M,University degree,Mid 50%,0,married,2
KN568T,45-64,M,University degree,Top 25%,0,married,1
ME268Q,16-24,F,University degree,Top 25%,0,single,0
SU582Q,45-64,F,Schooling until age 18,Mid 50%,1,married,2
XP561Q,45-64,F,University degree,Mid 50%,0,single,3+
VA338G,16-24,F,Schooling until age 18,Prefer not to say,0,single,0
RY431E,35-44,M,University degree,Top 25%,2,married,2
IL629B,45-64,M,University degree,Top 25%,0,single,2
GC624E,16-24,M,Schooling until age 16,Top 25%,1,single,3+
MM389Y,25-34,M,Postgraduate degree,Top 25%,1,single,1
SL221H,25-34,M,Postgraduate degree,Top 25%,0,single,0
AK311C,25-34,F,University degree,Bottom 25%,0,single,0
WD378R,16-24,M,Schooling until age 16,Mid 50%,0,single,1
GP345L,25-34,F,Postgraduate degree,Mid 50%,0,married,3+
OW473N,35-44,F,University degree,Top 25%,2,married,1
ZX527V,35-44,M,University degree,Top 25%,2,married,3+
VW508D,25-34,F,Trade / technical school or college,Top 25%,2,married,0
DR474N,45-64,M,University degree,Prefer not to say,0,single,1
BM621Q,16-24,F,Schooling until age 18,Mid 50%,0,single,3+
KS906J,45-64,F,Schooling until age 18,Prefer not to say,0,single,0
NW711W,25-34,F,Schooling until age 18,Prefer not to say,2,single,3+
EM570E,45-64,F,Schooling until age 18,Bottom 25%,3+,married,3+
LQ528L,25-34,M,Schooling until age 18,Bottom 25%,2,married,2
OX556V,45-64,F,Postgraduate degree,Bottom 25%,0,single,1
IT695Q,35-44,M,University degree,Top 25%,0,single,2
AU309Q,45-64,F,Postgraduate degree,Prefer not to say,1,single,3+
NM422G,45-64,M,Schooling until age 16,Mid 50%,2,single,0
PW225M,45-64,F,Schooling until age 16,Bottom 25%,2,single,0
DY857E,35-44,F,University degree,Mid 50%,2,married,3+
LM250M,45-64,F,Trade / technical school or college,Mid 50%,0,single,0
IO922R,35-44,M,Schooling until age 16,Mid 50%,0,married,3+
AK151C,35-44,M,Schooling until age 16,Top 25%,2,married,0
BI261J,35-44,F,Trade / technical school or college,Bottom 25%,2,married,3+
TH663L,35-44,M,Schooling until age 16,Mid 50%,1,single,0
DW350A,25-34,M,Schooling until age 18,Mid 50%,2,married,3+
CS939W,45-64,F,Trade / technical school or college,Mid 50%,2,married,0
DQ721F,35-44,M,Postgraduate degree,Mid 50%,0,single,0
AU539Y,35-44,M,Schooling until age 16,Mid 50%,1,single,1
JX456M,45-64,M,Schooling until age 16,Mid 50%,2,married,0
QP582G,35-44,M,Postgraduate degree,Top 25%,2,married,3+
JZ562G,16-24,F,University degree,Bottom 25%,0,single,0
WQ547D,45-64,M,University degree,Mid 50%,1,single,2
YF946R,16-24,M,University degree,Top 25%,2,married,1
KG425C,45-64,F,University degree,Mid 50%,3+,single,3+
QZ925N,25-34,F,Postgraduate degree,Bottom 25%,0,single,0
NO987N,45-64,M,Schooling until age 16,Mid 50%,2,married,1
TY924D,25-34,F,University degree,Mid 50%,0,single,2
AT271O,35-44,F,Postgraduate degree,Top 25%,0,single,3+
EB623L,35-44,M,University degree,Top 25%,2,married,1
VJ301O,25-34,F,Schooling until age 16,Mid 50%,2,single,1
YB793W,16-24,F,Schooling until age 18,Top 25%,0,single,0
AH274L,16-24,F,University degree,Bottom 25%,1,single,1
WH836P,25-34,M,Schooling until age 18,Mid 50%,0,single,1
SE996E,35-44,M,Postgraduate degree,Top 25%,2,married,2
SB979L,45-64,M,Schooling until age 16,Mid 50%,0,married,3+
RC776H,16-24,F,University degree,Mid 50%,0,single,2
UQ634F,16-24,M,Trade / technical school or college,Prefer not to say,1,single,3+
DH538B,16-24,F,Schooling until age 16,Mid 50%,1,single,1
HT470N,45-64,F,Trade / technical school or college,Mid 50%,0,married,2
HQ263L,25-34,F,University degree,Mid 50%,2,single,1
TS365E,25-34,M,University degree,Top 25%,1,married,1
GA734T,45-64,F,Trade / technical school or college,Bottom 25%,1,single,3+
BN463Y,25-34,F,University degree,Mid 50%,0,single,3+
NI772V,25-34,F,Schooling until age 18,Top 25%,0,single,1
ZG495N,35-44,F,University degree,Bottom 25%,0,single,2
QY419B,45-64,F,Schooling until age 18,Mid 50%,0,single,2
OM113Y,35-44,M,University degree,Prefer not to say,2,married,1
GK426R,35-44,F,University degree,Bottom 25%,0,single,3+
SO679J,45-64,F,University degree,Top 25%,3+,married,1
YW836T,45-64,M,University degree,Mid 50%,2,married,2
GC769I,35-44,F,University degree,Mid 50%,0,single,2
QJ731U,45-64,M,Schooling until age 16,Prefer not to say,2,single,3+
VB487O,35-44,F,University degree,Mid 50%,0,single,2
DD545P,45-64,M,University degree,Top 25%,1,married,0
ZS456W,35-44,M,Schooling until age 16,Top 25%,2,married,0
XG289B,45-64,M,Trade / technical school or college,Mid 50%,0,single,1
II183Q,25-34,F,Schooling until age 18,Mid 50%,0,single,1
DO577M,25-34,F,University degree,Mid 50%,0,single,0
DE905B,16-24,F,University degree,Bottom 25%,0,single,3+
FY845G,25-34,M,University degree,Mid 50%,2,single,1
SI945T,16-24,M,Schooling until age 18,Top 25%,0,single,3+
UR124T,16-24,F,University degree,Bottom 25%,0,single,3+
LV388V,45-64,F,Schooling until age 18,Bottom 25%,1,married,1
CP294Q,16-24,F,University degree,Mid 50%,0,single,3+
TG358B,35-44,F,Trade / technical school or college,Mid 50%,3+,married,3+
CT127P,16-24,M,Trade / technical school or college,Prefer not to say,0,single,1
WY616T,45-64,M,Schooling until age 16,Mid 50%,0,married,1
BI459X,25-34,F,Postgraduate degree,Prefer not to say,1,married,2
JX616L,45-64,M,Schooling until age 16,Mid 50%,0,single,3+
SL233Z,45-64,M,Trade / technical school or college,Mid 50%,2,married,2
HX713N,45-64,M,Postgraduate degree,Bottom 25%,3+,married,3+
LA319R,45-64,F,University degree,Mid 50%,1,married,3+
HG990Z,45-64,F,Schooling until age 18,Mid 50%,0,married,1
AV700G,45-64,F,University degree,Bottom 25%,0,single,1
AQ548B,45-64,M,Schooling until age 16,Bottom 25%,1,married,1
WL353K,25-34,F,Schooling until age 18,Mid 50%,0,single,0
CQ751G,25-34,F,Schooling until age 16,Mid 50%,3+,married,2
VN919P,45-64,M,University degree,Top 25%,2,married,1
RY801D,25-34,F,Postgraduate degree,Prefer not to say,0,single,2
BY335J,45-64,M,Trade / technical school or college,Mid 50%,0,single,2
VS590T,45-64,F,Schooling until age 16,Mid 50%,0,married,1
RF839A,25-34,M,University degree,Top 25%,1,married,0
JZ654X,45-64,F,Trade / technical school or college,Prefer not to say,2,married,2
UY982Q,45-64,F,Schooling until age 18,Top 25%,2,married,3+
MN710M,45-64,M,Schooling until age 16,Top 25%,3+,married,1
UU738V,16-24,M,Schooling until age 18,Prefer not to say,0,single,1
WD966Q,35-44,F,University degree,Top 25%,1,married,1
MX183X,35-44,F,University degree,Top 25%,2,married,0
QF897J,35-44,M,University degree,Top 25%,2,married,0
ZP364P,35-44,F,Schooling until age 18,Top 25%,0,single,3+
ON651O,45-64,M,University degree,Mid 50%,0,single,2
IT925D,25-34,M,University degree,Top 25%,3+,married,3+
DI553I,35-44,F,Schooling until age 16,Mid 50%,2,married,0
OA573K,16-24,M,Trade / technical school or college,Top 25%,0,single,2
RM286Y,45-64,F,Schooling until age 16,Mid 50%,1,single,1
CX498C,45-64,M,Schooling until age 16,Mid 50%,2,married,2
PZ180E,16-24,F,Schooling until age 18,Bottom 25%,0,single,2
EU690X,45-64,F,University degree,Top 25%,0,single,3+
LG184C,16-24,F,University degree,Mid 50%,0,single,3+
SP575O,16-24,M,Schooling until age 16,Mid 50%,0,single,2
XQ740K,45-64,M,University degree,Top 25%,0,single,1
CE680S,35-44,M,University degree,Mid 50%,1,married,0
AM104J,35-44,M,University degree,Top 25%,1,married,3+
CP287X,35-44,M,University degree,Mid 50%,0,single,1
EA563R,45-64,F,Schooling until age 18,Bottom 25%,2,single,0
GR145T,25-34,M,Schooling until age 18,Mid 50%,0,single,2
RF923V,16-24,F,Postgraduate degree,Bottom 25%,0,single,1
ED442T,45-64,M,Schooling until age 16,Top 25%,2,married,1
SG988F,35-44,F,University degree,Mid 50%,0,single,2
MD612Z,45-64,M,Trade / technical school or college,Bottom 25%,0,single,2
JI928C,45-64,M,Postgraduate degree,Top 25%,0,single,3+
IS477X,16-24,M,Schooling until age 18,Top 25%,0,single,1
MB901K,35-44,F,Schooling until age 18,Mid 50%,0,single,0
SU258V,45-64,F,Schooling until age 16,Mid 50%,0,married,3+
KJ381B,16-24,M,University degree,Mid 50%,1,single,0
OB495G,25-34,M,University degree,Bottom 25%,0,single,1
UT354M,45-64,F,University degree,Bottom 25%,1,single,2
CC899I,16-24,F,University degree,Mid 50%,0,single,2
FK802S,45-64,F,Schooling until age 16,Bottom 25%,3+,single,1
NF718V,16-24,F,Schooling until age 18,Bottom 25%,0,single,0
WA700Y,16-24,M,Schooling until age 18,Mid 50%,0,single,2
IE757M,35-44,F,University degree,Mid 50%,2,single,0
AZ970X,16-24,F,Schooling until age 16,Mid 50%,0,single,0
ZW325S,25-34,F,Postgraduate degree,Top 25%,0,single,0
MO426C,35-44,F,Trade / technical school or college,Mid 50%,1,married,1
FO279B,45-64,F,Trade / technical school or college,Prefer not to say,1,married,0
QQ947R,35-44,M,University degree,Top 25%,1,single,0
QL352Z,45-64,F,Postgraduate degree,Top 25%,3+,single,1
TT103X,25-34,M,University degree,Top 25%,0,married,0
GG883Y,35-44,F,Schooling until age 16,Mid 50%,0,single,0
DQ802M,45-64,F,Trade / technical school or college,Prefer not to say,2,married,0
GL337H,45-64,F,Schooling until age 16,Bottom 25%,3+,married,0
SY500F,35-44,F,Postgraduate degree,Mid 50%,0,single,1
JL736W,45-64,M,Schooling until age 16,Top 25%,1,single,1
IW348G,45-64,F,Schooling until age 16,Bottom 25%,2,married,3+
LQ388U,25-34,F,Postgraduate degree,Mid 50%,0,single,0
PR128D,45-64,F,Trade / technical school or college,Mid 50%,1,single,2
KD461O,25-34,F,Trade / technical school or college,Bottom 25%,2,single,0
QN182P,35-44,M,Schooling until age 16,Bottom 25%,0,single,1
LD344H,25-34,M,Postgraduate degree,Top 25%,2,married,2
YW666I,16-24,M,University degree,Prefer not to say,0,single,1
TJ270L,35-44,F,Schooling until age 16,Bottom 25%,1,married,2
YW607S,35-44,M,Trade / technical school or college,Bottom 25%,1,single,3+
EI117O,35-44,M,Schooling until age 18,Mid 50%,0,single,2
BF275T,45-64,F,Schooling until age 18,Bottom 25%,0,single,1
HA285T,35-44,M,Postgraduate degree,Top 25%,2,married,3+
EG653G,25-34,F,Trade / technical school or college,Top 25%,0,married,0
TM879M,25-34,F,Postgraduate degree,Bottom 25%,0,single,0
EG610T,35-44,F,Schooling until age 16,Bottom 25%,0,single,3+
EN599W,45-64,F,University degree,Bottom 25%,0,single,3+
JR902W,35-44,F,Schooling until age 16,Mid 50%,2,married,3+
KF657B,25-34,F,Schooling until age 18,Bottom 25%,0,single,0
KR558R,25-34,M,Schooling until age 18,Mid 50%,0,single,3+
OE820S,16-24,F,University degree,Top 25%,0,single,0
WM847R,45-64,F,Schooling until age 16,Prefer not to say,0,single,0
QY721C,25-34,F,Trade / technical school or college,Bottom 25%,1,single,3+
VJ903D,45-64,F,Trade / technical school or college,Top 25%,3+,married,2
DZ478L,35-44,F,University degree,Top 25%,0,single,0
OR319V,45-64,F,Postgraduate degree,Bottom 25%,0,single,2
ZO565T,25-34,F,Schooling until age 16,Mid 50%,0,single,1
SP730M,16-24,M,University degree,Top 25%,0,single,1
CY786N,35-44,M,Postgraduate degree,Top 25%,3+,married,1
QD282I,25-34,M,Postgraduate degree,Top 25%,1,married,1
ZM749K,16-24,M,Trade / technical school or college,Top 25%,0,single,1
YJ195M,35-44,M,Schooling until age 18,Top 25%,3+,married,1
UW805O,45-64,M,Schooling until age 16,Mid 50%,2,married,1
CQ226L,16-24,F,Trade / technical school or college,Mid 50%,0,single,3+
NF758H,35-44,M,University degree,Top 25%,1,single,2
UI354H,16-24,M,Schooling until age 18,Bottom 25%,0,single,1
PY500Q,45-64,F,Schooling until age 16,Mid 50%,2,single,3+
II406C,35-44,F,Schooling until age 16,Mid 50%,2,married,2
EU354Q,45-64,F,Postgraduate degree,Prefer not to say,0,single,1
DI621F,45-64,M,Trade / technical school or college,Mid 50%,0,single,2
RE272I,25-34,M,Trade / technical school or college,Mid 50%,1,single,2
EA882N,45-64,F,Postgraduate degree,Prefer not to say,3+,married,0
RP907J,35-44,M,Schooling until age 18,Mid 50%,2,single,2
UY758X,45-64,F,University degree,Top 25%,2,married,1
PO915D,16-24,M,Schooling until age 18,Mid 50%,0,single,1
PB984H,45-64,M,Postgraduate degree,Top 25%,1,married,0
GQ601T,16-24,F,Schooling until age 16,Prefer not to say,1,single,1
SS291Q,35-44,M,University degree,Mid 50%,0,single,0
WB128J,16-24,M,Schooling until age 18,Mid 50%,0,single,3+
NK588A,25-34,F,Postgraduate degree,Top 25%,0,single,3+
AG582U,16-24,F,Schooling until age 18,Bottom 25%,0,single,3+
ER654T,16-24,F,Schooling until age 18,Bottom 25%,1,single,3+
ZL344F,25-34,M,University degree,Mid 50%,0,single,1
DN394F,35-44,M,Postgraduate degree,Top 25%,1,married,0
TH627P,35-44,M,Schooling until age 16,Bottom 25%,0,single,1
SF294Y,25-34,M,Postgraduate degree,Top 25%,2,married,0
GR693A,25-34,F,Schooling until age 16,Bottom 25%,3+,married,1
KN686D,16-24,F,Schooling until age 18,Top 25%,0,single,3+
VC153N,45-64,F,University degree,Top 25%,2,married,2
NZ408Y,45-64,F,Schooling until age 16,Mid 50%,0,married,0
FP490S,45-64,M,Postgraduate degree,Top 25%,2,married,0
SM758W,45-64,M,Schooling until age 16,Mid 50%,0,single,0
KM287Y,16-24,F,University degree,Mid 50%,0,single,0
RU405K,16-24,F,Schooling until age 16,Mid 50%,0,single,2
BV875V,25-34,M,Schooling until age 16,Prefer not to say,1,single,1
UZ847Q,45-64,M,Schooling until age 18,Mid 50%,1,married,1
FJ192T,35-44,F,University degree,Bottom 25%,2,married,2
HJ200V,16-24,F,University degree,Mid 50%,0,single,2
TU541H,35-44,M,Schooling until age 18,Mid 50%,1,single,1
EH769P,45-64,M,University degree,Mid 50%,0,single,3+
NF577K,45-64,M,Trade / technical school or college,Top 25%,2,married,3+
AU518F,45-64,M,University degree,Top 25%,0,single,2
SF774D,35-44,M,Postgraduate degree,Top 25%,1,married,2
QE202Q,25-34,M,Schooling until age 18,Top 25%,0,single,0
VK392L,45-64,F,University degree,Mid 50%,0,single,0
MJ383I,45-64,F,University degree,Top 25%,2,married,0
FT110R,25-34,F,University degree,Top 25%,3+,married,1
UP257I,45-64,M,University degree,Top 25%,0,single,2
YJ602Q,45-64,F,Postgraduate degree,Mid 50%,0,single,3+
ON656M,45-64,M,Trade / technical school or college,Mid 50%,0,married,0
BL248U,45-64,F,University degree,Top 25%,2,married,2
UF726D,45-64,F,University degree,Mid 50%,0,married,0
LJ924P,35-44,F,Schooling until age 18,Top 25%,0,married,0
ZY969Y,35-44,M,University degree,Prefer not to say,0,single,0
MC876K,45-64,M,Trade / technical school or college,Mid 50%,2,married,0
WV153L,45-64,F,Schooling until age 16,Top 25%,3+,married,3+
EH712Q,35-44,F,University degree,Mid 50%,0,single,2
UQ455N,25-34,F,Schooling until age 18,Prefer not to say,1,single,0
QI708P,45-64,M,Schooling until age 16,Mid 50%,2,married,2
BV859T,25-34,F,Postgraduate degree,Mid 50%,0,single,0
CF655K,45-64,M,University degree,Mid 50%,0,married,3+
YI444B,35-44,M,University degree,Top 25%,0,married,1
OG407V,25-34,F,Schooling until age 16,Mid 50%,1,single,1
WR103Q,35-44,F,Schooling until age 18,Mid 50%,1,single,0
FD116D,45-64,F,Trade / technical school or college,Prefer not to say,0,married,1
GP660T,35-44,F,Schooling until age 16,Bottom 25%,0,single,1
YS514U,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
KH640H,25-34,F,University degree,Bottom 25%,2,single,0
FK441T,45-64,M,Schooling until age 18,Top 25%,2,married,1
MW933D,25-34,F,Trade / technical school or college,Prefer not to say,0,single,2
EV954R,35-44,M,Schooling until age 18,Mid 50%,0,married,1
EY116Q,45-64,M,Trade / technical school or college,Mid 50%,2,single,0
WA682D,45-64,M,Postgraduate degree,Top 25%,3+,married,1
HH900L,16-24,M,Postgraduate degree,Top 25%,1,married,3+
EE296L,35-44,M,University degree,Top 25%,1,married,0
VO743L,25-34,M,Postgraduate degree,Mid 50%,0,married,3+
JD135Y,16-24,F,Schooling until age 18,Prefer not to say,0,single,0
TF447O,45-64,F,Schooling until age 16,Prefer not to say,2,married,3+
IX368C,45-64,F,Trade / technical school or college,Mid 50%,3+,married,3+
MM963L,35-44,M,Postgraduate degree,Top 25%,2,married,0
DT771H,45-64,F,University degree,Mid 50%,0,married,1
HP606P,45-64,F,Postgraduate degree,Mid 50%,3+,single,0
TT242I,45-64,M,University degree,Bottom 25%,3+,single,0
MZ248T,35-44,F,Trade / technical school or college,Bottom 25%,3+,single,0
UN575S,25-34,F,Schooling until age 16,Prefer not to say,1,married,2
QL189U,45-64,F,Schooling until age 16,Mid 50%,2,single,3+
OD715L,25-34,M,Schooling until age 18,Mid 50%,2,married,0
EQ704T,35-44,M,Trade / technical school or college,Bottom 25%,0,single,3+
XQ956P,25-34,F,University degree,Bottom 25%,1,married,3+
PO203V,25-34,M,Trade / technical school or college,Mid 50%,1,single,0
NM885D,25-34,F,Schooling until age 18,Mid 50%,0,single,1
LS507G,45-64,M,Schooling until age 16,Mid 50%,2,married,1
DR179X,35-44,M,Schooling until age 18,Mid 50%,0,single,2
FH131G,45-64,M,University degree,Mid 50%,0,single,1
MR493T,25-34,M,Postgraduate degree,Top 25%,2,married,3+
WH298W,45-64,M,Schooling until age 16,Bottom 25%,0,single,0
KI666G,25-34,F,Schooling until age 18,Mid 50%,2,married,1
MD790G,45-64,F,Schooling until age 16,Mid 50%,2,single,2
PI702Q,45-64,F,University degree,Top 25%,0,married,3+
HQ393X,45-64,F,Trade / technical school or college,Mid 50%,3+,married,1
TS794L,45-64,M,University degree,Top 25%,3+,married,0
TD646E,45-64,M,Schooling until age 18,Top 25%,2,single,2
JR580I,35-44,M,Postgraduate degree,Top 25%,1,married,1
ZH532U,45-64,F,University degree,Mid 50%,2,single,2
YN588I,35-44,F,Schooling until age 16,Mid 50%,3+,single,2
AU340A,45-64,M,Schooling until age 18,Bottom 25%,0,single,3+
QP229O,35-44,F,Trade / technical school or college,Mid 50%,3+,married,3+
BE557N,25-34,M,University degree,Bottom 25%,2,married,0
EP289Y,45-64,F,Schooling until age 18,Mid 50%,3+,married,0
JK491X,25-34,F,Trade / technical school or college,Mid 50%,2,single,0
VU948S,35-44,M,Schooling until age 18,Mid 50%,2,married,3+
LC991V,45-64,F,University degree,Mid 50%,0,single,2
JJ859N,16-24,M,Schooling until age 16,Mid 50%,0,single,1
NB435S,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
MU575H,25-34,M,University degree,Top 25%,2,married,1
NP232K,45-64,M,Postgraduate degree,Mid 50%,0,single,3+
SR254M,35-44,M,Schooling until age 16,Bottom 25%,0,single,3+
EQ574W,45-64,M,Schooling until age 18,Top 25%,2,married,0
TY726L,16-24,M,Schooling until age 18,Bottom 25%,0,single,0
NC194J,45-64,M,Postgraduate degree,Top 25%,2,married,2
VR697A,16-24,M,Trade / technical school or college,Mid 50%,0,single,1
YK511L,45-64,F,University degree,Mid 50%,1,married,3+
FR899H,35-44,M,Trade / technical school or college,Mid 50%,1,single,3+
IE452J,45-64,M,Postgraduate degree,Top 25%,2,married,3+
VK471N,16-24,M,University degree,Bottom 25%,0,single,0
